1141,S534,PASCAL Blaise,Pensées,1,1662,Ecrits non fictionnels,,philosophie,,homme,"DISCOURS , SÉRIE IV , 405 405 Qu' on s' imagine un nombre d' hommes dans les chaînes , et tous condamnés à la mort , dont les uns étant chaque jour égorgés à la vue des autres , ceux qui restent voient leur propre condition dans celle de leurs semblables , et , se regardant l' un l' autre avec",douleur,"et sans espérance , attendent à leur tour . PREUVES DE LA RELIGION PAR LE PEUPLE JUIF , , LES PROPHÉTIES ET QUELQUES DISCOURS , SÉRIE IV , 406 406 La création et le déluge étant passés , et Dieu ne devant plus détruire le monde , non plus que le recréer , ni donner de ces grandes marques de lui ,"
38041,S210,SAGAN Françoise,Un certain sourire,2,1956,Ecrits fictionnels,,non renseigné,,femme,"et en rentrant je demandais à la logeuse si M. Luc H. n' avait pas téléphoné . Elle disait que non , souriait . Je m' étendais sur mon lit , je pensais à Cannes . Je me disais : «  Luc ne m' aime pas  » ; et cela me donnait une petite douleur sourde et cardiaque . Je me le répétais , et la petite",douleur,"revenait , parfois aussi aiguë . Alors il me semblait avoir fait un pas ; que , du seul fait que cette petite douleur soit à ma disposition , prête à accourir , fidèle , armée jusqu' aux dents , à mon appel , j' en disposais . Je disais : «  Luc ne m' aime pas  » ; et cette chose bouleversante"
19889,S149,BALZAC Honoré de,L'Enfant maudit,1,1845,Ecrits fictionnels,,non renseigné,,homme,"et tomba sur un fauteuil . Elle devinait le secret de la sinistre joie répandue sur la figure de son mari , et que la vue d' étienne semblait accroître . «  Monsieur , dit -elle d' une voix émue , vous n' ignorez pas que j' ai longtemps aimé mon cousin de Chaverny . Vous répondrez à Dieu de la",douleur,"que vous me causez .  » à ces mots , le regard du comte étincela ; ses lèvres tremblèrent sans qu' il pût proférer une parole , tant il était ému par la rage ; il jeta sa dague sur une table avec une telle violence que le fer résonna comme un coup de tonnerre . «  écoutez -moi , cria -t-il de sa"
14308,M952,CHATEAUBRIAND François-René de,Les Martyrs ou le Triomphe de la religion chrétienne : 2,1,1810,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"souterraines , où les prêtres de l' égypte cachoient les monstres qu' ils faisoient adorer aux hommes . Les dômes du fatal édifice retentissent des sourds mugissements d' un incendie ; une pâle lueur descend des voûtes embrasées . à l' entrée du premier vestibule , l' éternité des",douleurs,"est couchée sur un lit de fer : elle est immobile ; son coeur même n' a aucun mouvement ; elle tient à la main un sablier inépuisable . Elle ne sait et ne prononce que ce mot : "" jamais ! "" aussitôt que le souverain des hiérarchies maudites est entré dans son habitacle impur , il ordonne aux quatre"
22347,L846,ABOUT Edmond,Le Roi des montagnes,1,1857,Ecrits fictionnels,,non renseigné,,homme,", dans un coin écarté , j' aurais tenté avec quelque succès la guerre d' escarmouches . Mais la belle Mary - Ann était devant moi , rouge comme une cerise , et tourmentée peut-être aussi par quelque ennemi secret . Je n' osais ni me plaindre , ni me défendre ; je dévorais héroïquement mes",douleurs,"sans lever les yeux sur miss Simons ; et je souffrais pour elle un martyre dont elle ne me saura jamais gré . Enfin , à bout de patience et décidé à me soustraire par la fuite au flot montant des invasions , je demandai à comparaître devant le roi . Ce mot rappela nos guides à leur devoir . Ils"
1307,R990,RACINE Jean,La Thebayde ou les Freres ennemis,1,1664,Ecrits fictionnels,,non renseigné,,homme,"et vostre Frere ; Je suis pour ce dessein preste à leur accorder , Toutes les seûretez qu' ils pourront demander . Et toy , si mes mal-heurs ont lassé ta justice , Ciel , dispose à la Paix le coeur de Polinice , Seconde mes souspirs , donne force à mes pleurs , Et comme il faut enfin , fais parler mes",douleurs,". ANTIGONE , demeurant un peu aprés sa Mere Et si tu prens pitié d' une flamme innocente , Ô Ciel ! en ramenant Hemon à son Amante , Ramene le fidelle , et permets en ce jour , Qu' en retrouvant l' Amant je retrouve l' Amour . Fin du premier Acte ACTE II , SCENE PREMIERE ACTE II SCENE PREMIERE ANTIGONE ,"
37673,K597,CAMUS Albert,La Dévotion à la croix [traduction et adaptation],2,1953,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,", est mon fils ! ... devant des épreuves si affreuses , tu sens bien que la moindre peine suffirait maintenant à me tuer . Accorde -moi la force de l' âme , ciel ! Ou ôte -moi une vie hantée désormais par tant de tourments inhumains . entrent Gil et les villageois . Gil seigneur ... Curcio quelle",douleur,"m' annonces -tu encore ? ... Gil les bandits que nous avons châtiés , et qui avaient fui , reviennent à ta recherche , exaltés par un diable d' homme qui cache son visage et dont on ne sait pas le nom . Curcio mon coeur a tant souffert aujourd'hui que les maux les plus grands lui paraîtront"
4472,S880,GALLAND Antoine,Les Mille et une nuits : t. 1,1,1715,Ecrits fictionnels,,non renseigné,,homme,"propre .   » Camaralzaman prit le talisman et s' approcha d' une bougie pour le considérer . Dès qu' il l' eut reconnu , avec une surprise qui fit plaisir à la princesse : «  Sire , s' écria -t-il , Votre Majesté me demande à quoi ce talisman est propre ? Hélas ! il est propre à me faire mourir de",douleur,"et de chagrin , si je ne trouve bientôt la princesse la plus charmante et la plus aimable qui ait jamais paru sous le ciel , à qui il a appartenu et dont il m' a causé la perte ! Il me l' a causée par une aventure étrange , dont le récit toucherait Votre Majesté de compassion pour un mari et pour un"
17504,R486,SAND George,Correspondance : 1839,1,1839,Ecrits non fictionnels,,non renseigné,,femme,les Parisiens dans leur ignorance de la prononciation roussillonnaise appellent rivesaltes . Qui nous rendra ta tête en pomme [ qui ] dévorait si bien les poires à tête . [ Ce ] n' est pas sis à rendre ... n' importe ; nous pleurons et nous aspirons tous après le légume demandé - nous suons de,douleur,"à rouiller une clef ... oh ! ( soupir de Bignat ) . Bign ? celui -là , qu' est -ce qu' il ne veut pas ? -  Il ne veut pas d' imagination . Quand on a de l' imagination on fait de la littérature , et quand on ne fait pas de littérature , à quoi ça sert , l' imagination ? Adieu , nous le détestons ( c' est pas"
11396,N279,MERCIER Louis-Sébastien,Tableau de Paris : t. 6,1,1783,Ecrits non fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"pour le redemander . Il trouva notre homme roide mort . à sa premiere exclamation le monde s' amassa . Un filou qui passoit , fend tout-à-coup la presse , et d' une voix lamentable et pathétique , il s' écrie : c' est mon pere ! Malheureux que je suis ! et donnant toutes les marques de la plus vive",douleur,", pleurant , sanglottant , il monte dans le carrosse , embrasse le visage du mort . Le peuple fut touché et se dispersa , en disant : le bon fils ! le filou fit marcher le carrosse et les sacs d' argent ; et s' arrêtant à une porte , il dit au cocher qu' il vouloit prévenir sa soeur du funeste accident"
10661,R620,RÉTIF DE LA BRETONNE Nicolas,La Vie de mon père,1,1778,Ecrits fictionnels,,non renseigné,,homme,On lui annonçait un grand malheur : une partie du village de Saci venait d' être consumée par les flammes . On ne s' expliquait pas ; cet accident arrivait après toutes les récoltes : le pays était ruiné ! Edme R. n' eut d' abord que cette idée présente ; elle suffisait bien pour le remplir de,douleur,". L' avis était de Germain son domestique . Ce zélé serviteur , peu accoutumé à écrire , avait fait sa lettre la plus courte possible : il ne s' expliquait sur rien . « Et mes enfants ! » s' écrie tout à coup Edmond . Il court à un marchand , traite avec lui à la hâte pour tout le reste de ses"
71,Q975,ASSOUCY Charles COYPEAU d',"Poësies et lettres ... contenant diverses pièces héroïques, satiriques et burlesques",1,1653,Ecrits fictionnels,,non renseigné,,homme,". Qui du stile le plus fort qu' ait iamais braué la mort , sur les aygles estouffées , ay fait reluyre vos lys , et chanté de vostre fils la grandeur , et les trophées . Apres auoir plus d' vn mois rongé le bout de mes doigts , arraché de l' vranie plus d' espines que de fleurs , et conceu dans les",douleurs,"les enfans de mon genie . Enfin i' ay perdu les yeux , et dans mon sang bilieux , vn chagrin melancholique , d' auoir si bien excité ; vostre liberalité m' a fait deuenir étique . En ce superbe embonpoint , ma fortune est en ce point si doucement poursuyuie , que si Iesus dés demain ne change la"
20117,M324,DUMAS père Alexandre,Le Comte de Monte-Christo : t. 1,1,1846,Ecrits fictionnels,,non renseigné,,homme,"il sentit des escaliers qui le forçaient de lever les pieds , il s' aperçut qu' il passait sous une porte et que cette porte se refermait derrière lui ; mais tout cela machinalement , comme à travers un brouillard , sans rien distinguer de positif . Il ne voyait même plus la mer , cette immense",douleur,"des prisonniers qui regardent l' espace avec le sentiment terrible qu' ils sont impuissants à le franchir . Il y eut une halte d' un moment pendant laquelle il essaya de recueillir ses esprits . Il regarda autour de lui : il était dans une cour carrée , formée par quatre hautes murailles ; on"
4441,S880,GALLAND Antoine,Les Mille et une nuits : t. 1,1,1715,Ecrits fictionnels,,non renseigné,,homme,"de Bedreddin Hassan , dit au calife Haroun - al - Raschid : «  Commandeur des croyants , voilà ce que j' avais à raconter à Votre Majesté .   » Le calife trouva cette histoire si surprenante , qu' il accorda sans hésiter la grâce de l' esclave Riban ; et pour consoler le jeune homme de la",douleur,"qu' il avait de s' être privé lui -même malheureusement d' une femme qu' il aimait beaucoup , ce prince le maria avec une de ses esclaves , le combla de biens et le chérit jusqu' à sa mort . «  Mais , sire , ajouta Scheherazade , remarquant que le jour commençait à paraître , quelque agréable"
23804,L544,ZOLA Émile,Thérèse Raquin,1,1867,Ecrits fictionnels,,non renseigné,,homme,"plier son vieil ami . Et , lorsqu' elle connut la vérité , sa douleur fut tragique . Elle eut des sanglots sourds , des secousses qui la jetaient en arrière , une crise folle de terreur et d' angoisse ; elle resta là étouffant , jetant de temps à autre un cri aigu dans le grondement profond de sa",douleur,". Elle se serait traînée à terre , si Suzanne ne l' avait prise à la taille , pleurant sur ses genoux , levant vers elle sa face pâle . Olivier et son père se tenaient debout , énervés et muets , détournant la tête , émus désagréablement par ce spectacle dont leur égoïsme souffrait . Et"
21005,K788,CHATEAUBRIAND François-René de,Mémoires d'outre-tombe : t. 1,1,1848,non renseigné,,non renseigné,,homme,"de l' image : les heures ne suspendent point leur fuite ; ce n' est pas l' homme qui arrête le temps , c' est le temps qui arrête l' homme . Au surplus , peu importe le rôle que nous avons joué dans la vie ; l' éclat ou l' obscurité de nos doctrines , nos richesses ou nos misères , nos joies ou nos",douleurs,"ne changent rien à la mesure de nos jours . Que l' aiguille circule sur un cadran d' or ou de bois , que le cadran plus ou moins large remplisse le chaton d' une bague ou la rosace d' une basilique , l' heure n' a que la même durée . Dans un caveau de l' église protestante , immédiatement au-dessous de"
6010,N995,TENCIN marquise de ,Le Siège de Calais : t. 2,1,1739,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,femme,"long-temps sans reprendre connoissance ; elle ouvrit enfin les yeux , et , repoussant ceux qui vouloient la secourir : laissez -moi , disoit -elle , laissez -moi mourir : c' est prolonger mon supplice , que de prolonger ma vie . Dieu ! Ajoutoit -elle , que viens -je de voir ! Il vit , et sa vie rend ma",douleur,"plus amère ; elle ne lui est donc rendue , que pour la perdre sous la main d' un bourreau . Je vous demande pardon , mon père , dit -elle à M De Mailly qui étoit accouru au bruit de son accident , je vous demande pardon de mon désespoir ; mais pourriez -vous le condamner ? Ce Châlons que vous m' aviez"
36220,K342,CAMUS Albert,La Peste,2,1947,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"des délices qui attendaient l' enfant pouvait compenser sa souffrance , mais en vérité , il n' en savait rien . Qui pouvait affirmer en effet que l' éternité d' une joie pouvait compenser un instant de la douleur humaine ? Ce ne serait pas un chrétien , assurément , dont le maître a connu la",douleur,"de ses membres et dans son âme . Non , le père resterait au pied du mur , fidèle à cet écartèlement dont la croix est le symbole , face à face avec la souffrance d' un enfant . Et il dirait sans crainte à ceux qui l' écoutaient ce jour -là : "" mes frères , l' instant est venu . Il faut tout croire ou"
22968,K836,MICHELET Jules,Journal : t. 2 : 1849-1860,1,1860,non renseigné,,non renseigné,,homme,"de santé , plus calme , fraîche et pâle qu' avant-hier . 24 samedi . à l' institut . Chez Lipanti pour la chaîne et la vieille montre . Esquissé l' histoire de l' éducation , le matin . Et , pour fixer mon idée , je m' arrêtai dans mon élan du matin . De quoi je fus dédommagé le soir : bonheur et",douleur,", contradiction qui me porta au cerveau . Ma chère mie avait compris au premier mot tout ce grand système , aussi nouveau dans le détail que dans l' idée générale . 25 dimanche . je ne sortis point , je restai près de ma chère mie . J' allai seulement chez Dessalles , pour le vin . J' écrivis sur"
4614,Q477,VERTOT René Aubert de,Histoire des révolutions arrivées dans le gouvernement de la république romaine : 2,1,1719,Ecrits non fictionnels,Ouvrage [texte imprimé],histoire,Textes d'auteurs français,homme,"puissance injuste , demande au magistrat qu' il lui soit au moins permis avant que Claudius emmene sa fille , de pouvoir l' entretenir un moment en particulier avec sa nourrice , "" afin , dit -il , que si je puis trouver quelqu ' indice que je ne suis pas son pere , je m' en retourne au camp avec moins de",douleur,"et de tristesse . "" Appius lui accorda sa demande sans peine , à condition neanmoins que cette conference se passeroit à la vûe de Claudius , et sans sortir de la place . Virginius penetré de la plus vive douleur , prend sa fille à demi morte entre ses bras ; il essuye les larmes dont elle avoit le"
4550,S881,GALLAND Antoine,Les Mille et une nuits : t. 2,1,1715,Ecrits fictionnels,,non renseigné,,homme,"égale . L' Indien , peu touché de ces malédictions , dont le bruit arriva jusqu' à lui , continua sa route pendant que le sultan de Perse rentra dans le palais , extrêmement mortifié de recevoir une injure aussi atroce et de se voir dans l' impuissance d' en punir l' auteur . Mais quelle fut la",douleur,"du prince Firouz Schah , quand il vit qu' à ses propres yeux , sans qu' il pût y apporter empêchement , l' Indien lui enlevait la princesse de Bengale , qu' il aimait si passionnément qu' il ne pouvait plus vivre sans elle ! À cet objet , auquel il ne s' était pas attendu , il demeura comme immobile"
16770,M733,VIGNY Alfred de,Servitude et grandeur militaires,1,1835,Ecrits fictionnels,,non renseigné,,homme,"à l' enfant russe ! - ensuite il ferma les yeux , et me serrant la main avec une présence d' esprit renaissante : - voyez -vous ! Me dit -il , voilà le cerveau qui se prend , c' est la fin . Son regard était différent et plus calme . Nous comprîmes cette lutte d' un esprit ferme qui se jugeait contre la",douleur,"qui l' égarait , et ce spectacle , sur un grabat misérable , était pour moi plein d' une majesté solennelle . Il rougit de nouveau et dit très haut : - ils avaient quatorze ans ... - tous deux ... - qui sait si ce n' est pas cette jeune âme revenue dans cet autre jeune corps pour se venger ? ..."
6687,Q264,TENCIN marquise de ,Les Malheurs de l'amour : 2,1,1747,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,femme,". Les nuits entières étoient employées à pleurer . Hélas ! Aurois -je pu penser que je regretterois un état si affreux ? Comment m' imaginer que des malheurs mille fois plus grands m' attendoient encore ? Un jour , que malgré la vue d' une mort prochaine je ne puis encore me rappeler qu' avec",douleur,", je sortis pour aller à l' église . M De Barbasan y vint un moment après moi : je crus m' apercevoir qu' il avoit l' air distrait et quelque nouvelle inquiétude . Je me fis effort pour lui dire quelque bagatelle ; il n' y répondit point , et sortit le premier . Une femme de ma connoissance m' arrêta"
38358,K974,GAULLE Charles de,Mémoires de guerre : t. 3 : Le Salut (1944-1946)  [Documents],2,1959,Ecrits non fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"prononcée par le général De Gaulle à l' arc de triomphe de l' étoile , le 11 novembre 1945 . morts pour la France , mais triomphants comme elle ; tombés sur tous les champs de bataille où , soit dans la lumière , soit dans l' ombre , s' est joué notre destin ; ramenés par tous les chemins de nos",douleurs,"et de notre victoire ; voici donc ces morts revenus ! Symboliques de tant et de tant d' autres qui ont choisi la même gloire dans la même humilité ; groupés autour de celui -là , dont Dieu seul sait le nom et qui , sous la flamme sacrée , représente la fleur de notre race abattue dans les premiers"
19985,R838,SAND George,Le Péché de Monsieur Antoine,1,1845,Ecrits fictionnels,,non renseigné,,femme,"-même , Gilberte , et vous ne sentez rien du tout pour moi au fond de votre coeur . ô mon Dieu , serait -il possible , et ces yeux qui m' évitent , cette main qui me repousse , est -ce là le dédain ou l' incrédulité ? - Et à quoi donc voulez -vous que je croie ? dit Gilberte , en tâchant de cacher la",douleur,"que lui causaient ces reproches , est -ce que je peux ignorer la différence de nos fortunes , est -ce que je peux changer quelque chose à la destinée ? - Est -ce là tout ? ô Gilberte , dites -moi que c' est là tout ! - N' est -ce pas assez ? Croyez -vous que je puisse consentir à vous aimer avec la"
10634,Q488,DIDEROT Denis,"Essai sur la vie de Sénèque le philosophe, sur ses écrits, et sur les règnes de Claude et de Néron",1,1778,non renseigné,,non renseigné,,homme,". Le souverain commande à tous ; le philosophe apprend au souverain quelle est l' origine et la limite de son autorité . Chaque homme a des devoirs à remplir dans sa famille et dans la société ; le philosophe apprend à chacun , quels sont ces devoirs ? L' homme est exposé à l' infortune et à la",douleur,"; le philosophe apprend à l' homme à souffrir . Si l'on attenta quelquefois à la vie du prince , fut -ce le philosophe ? Si l'on écrivit contre lui un libelle , fut -ce le philosophe ? Si l'on prêcha des maximes séditieuses , fut -ce dans son école ? A -t-il été le précepteur de Ravaillac ou de"
25339,L989,CLADEL Léon,"Ompdrailles, le tombeau des lutteurs",1,1879,Ecrits fictionnels,,non renseigné,,homme,"un seul coup d' oeil d' eux renseigna complètement le public . C' était clair , net , avoué : leur ouaille , leur mouton avait été repincé par son ogresse , et , grâce aux routines de cette damnée , qui pouvait se vanter d' avoir bien choisi l' heure , il perdrait la partie engagée , on aurait la",douleur,"de le voir rouler sous l' abhorré forban . Eh bien , non pas ! On préférait vider les arènes illico que d' assister à la défaite irréparable du "" bon zig "" , et déjà l'on fuyait de toutes parts en masse , lorsque lui , ce sacré benêt , qui , par exemple , n' avait pas volé ce qui l' attendait ,"
24444,E394,CHÉNIER André,Poésies,2,1872,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,", sans caprice , De son sexe cruel n' ayant que les appas . Je la feins quelquefois attachée à mes pas ; Je l' égare et l' entraîne en des routes secrètes ; Absente , je la tiens en des grottes muettes ... Mais présente , à ses pieds m' attendent les rigueurs , Et , pour des songes vains , de réelles",douleurs,". Camille est un besoin dont rien ne me soulage ; Rien à mes yeux n' est beau que de sa seule image . Près d' elle , tout , comme elle , est touchant , gracieux ; Tout est aimable et doux , et moins doux que ses yeux ; Sur l' herbe , sur la soie , au village , à la ville , Partout , reine ou bergère , elle est"
24571,L996,VERNE Jules,L'Île mystérieuse,1,1874,Ecrits fictionnels,,non renseigné,,homme,"monde solaire ! Que se passait -il alors dans leur pays ? L' image de la patrie était toujours présente à leurs yeux , cette patrie déchirée par la guerre civile , au moment où ils l' avaient quittée , et que la rébellion du sud ensanglantait peut-être encore ! C' était pour eux une grande",douleur,", et souvent ils s' entretenaient de ces choses , sans jamais douter , cependant , que la cause du nord ne dût triompher pour l' honneur de la confédération américaine . Pendant ces deux années , pas un navire n' avait passé en vue de l' île , ou du moins pas une voile n' avait été aperçue . Il"
26501,S811,MAUPASSANT Guy de,Bel-Ami,1,1885,Ecrits fictionnels,,non renseigné,,homme,"-elle le revoir , elle , ensuite ? Car elle l' aimait toujours . Cette passion était entrée en elle à la façon de ces pointes de flèche qu' on ne peut plus arracher . Vivre sans lui était impossible . Autant mourir . Sa pensée s' égarait dans ces angoisses et dans ces incertitudes . Une",douleur,"commençait à poindre dans sa tête ; ses idées devenaient pénibles , troubles , lui faisaient mal . Elle s' énervait à chercher , s' exaspérait de ne pas savoir . Elle regarda sa pendule , il était une heure passée . Elle se dit : «  Je ne peux pas rester ainsi , je deviens folle . Il faut que je"
17655,L977,GUÉRIN Maurice de,Correspondance (1824-1839),1,1839,Ecrits non fictionnels,,non renseigné,,homme,"-elle contente ? Je voudrais te dire oui pour ne pas te faire de la peine , mais je sens quelque chose qui me prend la plume et écrit non . Ne t' en afflige pas , mon cher ami . Ce chagrin intime et inhérent à mon existence ne m' empêchera pas de rester ici jusqu' à nouvel ordre . Je suis résigné à ces",douleurs,"qui ne finiront qu' avec ma vie . Et d' ailleurs pourquoi regimber contre l' aiguillon ? N' est -ce pas là la destinée commune , et quel homme a du repos avant qu' on chante sur lui requiem ? si je ... à F Du Breil De Marzan La Chênaie , 2 juin 1833 . quand vous viendrez , apportez -moi celles de vos"
31859,K693,DU BOS Charles,Journal : t. 2 (1924-1925),2,1925,non renseigné,,non renseigné,,homme,", entre 7 et 9 , d' une colique hépatique , qu' heureusement la belladone , en me précipitant enfin dans le sommeil , est parvenue à calmer . Ce matin , lassitude allant jusqu' à l' épuisement , grand vide dans la tête , en somme état précaire s' il en est . Hier soir , tandis que je me tordais de",douleur,", j' ai pris la décision que rien ne m' empêcherait de me reposer : mieux vaut tout interrompre que de risquer que les organes en arrivent à se détraquer tout à fait . J' avais marché pas mal ces jours derniers - avec ce besoin de mouvement qui s' empare de moi quand mon état physique général"
40833,E034,MAURIAC Claude,Aimer de Gaulle,2,1978,Ecrits non fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"subsistantes sans la puissance . Il pensait , bien sûr , à la puissance militaire . Mais c' est une autre impuissance que nous découvrons en France , une puissance autre qui apparaît au Québec . L' explosive puissance qui couve dans toutes les nations privées de liberté et qui , dans la",douleur,"et le sacrifice , parfois seulement ( mais c' est beaucoup trop encore ) dans l' humiliation , aspirent partout d' un tel cœur et d' une telle âme à la liberté , qu' ils finiront bien , si désarmés qu' ils soient , par la conquérir , un jour . Goupillières , samedi 23 juillet 1977 . Il y aura"
3618,R408,RACINE Jean,Iphigénie,1,1697,Ecrits fictionnels,,non renseigné,,homme,"au pied de nos autels Un roi qui non content d' effrayer les mortels , À des embrasements ne borne point sa gloire , Laisse aux pleurs d' une épouse attendrir sa victoire , Et par les malheureux quelquefois désarmé , Sait imiter en tout les dieux qui l' ont formé . ÉRIPHILE . Oui , Seigneur , des",douleurs,"soulagez la plus vive . La guerre dans Lesbos me fit votre captive . Mais c' est pousser trop loin ses droits injurieux , Qu' y joindre le tourment que je souffre en ces lieux . ACHILLE . Vous , Madame ? ÉRIPHILE . Oui , Seigneur ; et sans compter le reste , Pouvez -vous m' imposer une loi plus funeste Que"
15824,N226,LAMARTINE Alphonse de,Harmonies poétiques et religieuses,1,1830,Ecrits fictionnels,,non renseigné,,homme,"les compter en vain , attend , toujours trompé , toujours un lendemain ; mon âme a , quelques jours , animé de sa vie un peu de cette fange à ces sillons ravie , qui répugnait à vivre et tendait à la mort , faisait pour se dissoudre un éternel effort , et que par la douleur je retenais à peine ; la",douleur,"! Noeud fatal , mystérieuse chaîne , qui dans l' homme étonné réunit pour un jour deux natures luttant dans un contraire amour et dont chacune à part serait digne d' envie , l' une dans son néant et l' autre dans sa vie , si la vie et la mort ne sont pas même , hélas ! Deux mots créés par l' homme"
25811,L459,ZOLA Émile,Au bonheur des dames,1,1883,Ecrits fictionnels,,non renseigné,,homme,". - oui , monsieur , il le faut . Alors , il lui prit les mains , il dit dans une explosion de tendresse , après la longue froideur qu' il s' était imposée : - et si je vous épousais , Denise , partiriez -vous ? Mais elle avait retiré ses mains , elle se débattait comme sous le coup d' une grande",douleur,". - oh ! Monsieur Mouret , je vous en prie , taisez -vous ! Oh ! Ne me faites pas plus de peine encore ! ... je ne peux pas ! Je ne peux pas . Dieu est témoin que je m' en allais pour éviter un malheur pareil ! Elle continuait de se défendre par des paroles entrecoupées . N' avait -elle pas trop souffert"
19772,S406,SUE Eugène,Le Juif errant,1,1845,Ecrits fictionnels,,non renseigné,,homme,"même à ce degré d' intensité , Rodin songeait à l' affaire Rennepont , calculait ses chances , combinait les mesures les plus promptes , sentant qu' il n' y avait pas une minute à perdre . Le docteur Baleinier ne le quittait pas du regard , épiait avec une profonde attention et les effets de la",douleur,"et la réaction salutaire de cette douleur sur le malade , qui semblait , en effet , respirer déjà un peu plus librement . Soudain Rodin porta sa main à son front comme frappé d' une inspiration subite , tourna vivement sa tête vers M. Baleinier , et lui demanda par signe de faire un moment"
35333,L265,PONGE Francis,Le Parti pris des choses,2,1942,Ecrits fictionnels,,non renseigné,,homme,"plus chatouilleuse au climat , aux conditions d' existence . Ils ne sont pas ... ils ne sont pas ... leur enfer est d' une autre sorte . ils n' ont pas de voix . Ils sont à peu de choses près paralytiques . Ils ne peuvent attirer l' attention que par leurs poses . Ils n' ont pas l' air de connaître les",douleurs,"de la non-justification . Mais ils ne pourraient en aucune façon échapper par la fuite à cette hantise , ou croire y échapper , dans la griserie de la vitesse . Il n' y a pas d' autre mouvement en eux que l' extension . Aucun geste , aucune pensée , peut-être aucun désir , aucune intention , qui"
752,Q748,DESMARETS DE SAINT-SORLIN Jean,Clovis ou la France chrestienne,1,1657,Ecrits fictionnels,,non renseigné,,homme,"sa vangeance . Dans le forts de Senar , elle sent nuit et jour le cuisant feu de haine allumé par l' amour . La soigneuse Chromis , et l' aimable Myrrhine , qui de ses maux cruels ignoroient l' origine , couroient apres ses pas , versant autant de pleurs que son front rougissant leur monstroit de",douleurs,". Ainsi courut la reyne aux bocages de Crete , attainte d' une ardeur et honteuse et secrete . Ses suivantes par tout accompagnoient ses pas . Elles voyoient sa peine , et ne la sçavoient pas . Yoland , vers le fonds d' une vallée obscure , et d' armes et de voix entend un sourd murmure . Elle court , et"
31993,K376,BERNANOS Georges,Sous le soleil de Satan,2,1926,Ecrits fictionnels,,non renseigné,,homme,"nous nous taisons , il parle pour nous et , lorsque nous essayons de nous justifier , notre discours nous condamne . L' incomparable raisonneur , dédaigneux de contredire , s' amuse à tirer de ses victimes leur propre sentence de mort . - périssent avec lui les mots perfides ! C' est par son cri de",douleur,"que s' exprime la race humaine , la plainte arrachée à ses flancs par un effort démesuré . Vous nous avez jetés dans l' épaisseur comme un levain . l' univers , que le péché nous a ôté , nous le reprendrons pouce par pouce , nous vous le rendrons tel que nous le reçûmes , dans son ordre et sa"
15669,M784,JANIN Jules,L'Âne mort et la femme guillotinée,1,1829,Ecrits fictionnels,,non renseigné,,homme,"se jeta sur le lit de misère avec autant d' aisance que sur la prairie de Vanves , et elle attendait l' opérateur . Le silence était grand ; l' homme était armé de ciseaux recourbés ; il taillait dans la chair vive ; on n' entendait que le bruit sonore de l' instrument ; et quand , vaincue par la",douleur,", la jeune femme faisait un mouvement , quand elle poussait une plainte , on lui répondait par des cris de colère ou de mépris . Pour moi , partagé entre l' horreur et la pitié , entre l' amour et le dégoût , je contemplais cette malheureuse , j' admirais son courage , j' admirais ce corps si"
38207,P362,*COLLECTIF ,"Philosophie, religion, dir. Gaston Berger",2,1957,non renseigné,,philosophie,,,", la guérison ; et le chemin de cette abolition , qui est la loi bouddhique , c' est la thérapeutique . La deuxième vérité , celle de la production de la douleur , fait l' objet de la formule de l'  origine conditionnée Pratîtya - Samutpâda , formule analytique réduisant l' origine de la",douleur,"à une série de douze données consécutives Nidâna , de l' ignorance à la naissance et à tout ce qui s' ensuit jusqu' à la vieillesse et à la mort , simple enchaînement d' occasions relatives et humaines qui se conditionnent mutuellement et n' impliquent même pas de substrat logique"
17683,L977,GUÉRIN Maurice de,Correspondance (1824-1839),1,1839,Ecrits non fictionnels,,non renseigné,,homme,"cruellement que je pousse des cris de souffrance vers vous . Ce matin , j' ai désiré vivement la mort . Hélas ! Si elle venait je lui dirais peut-être de m' aider à recharger mon fardeau . C' est là le dernier trait de la misère humaine . Je suis presque coupable de souffrir , tant je dégrade mes",douleurs,"par la faiblesse . Vous ne saurez jamais , vous , ce qui se passe dans ce tombeau de l' abattement où mon âme est ensevelie ; elle y est bien autrement rongée que les corps dans les sépulcres , je puis vous l' assurer . Ma vie sera toute ainsi . Avez -vous vu de ces fruits tombés de la branche que"
